id	domain
1666	Privacy & Personal Data
1667	Privacy & Personal Data
1668	Privacy & Personal Data
1669	Privacy & Personal Data
1670	Identity, Discrimination & Social Justice
1671	Identity, Discrimination & Social Justice
1672	Identity, Discrimination & Social Justice
1673	Identity, Discrimination & Social Justice
1674	Identity, Discrimination & Social Justice
1675	Identity, Discrimination & Social Justice
1676	Identity, Discrimination & Social Justice
1677	Identity, Discrimination & Social Justice
1678	Identity, Discrimination & Social Justice
1679	Identity, Discrimination & Social Justice
1680	Identity, Discrimination & Social Justice
1681	Identity, Discrimination & Social Justice
1682	Identity, Discrimination & Social Justice
1683	Identity, Discrimination & Social Justice
1684	History, Geography & Cultural Heritage
1685	Identity, Discrimination & Social Justice
1686	Identity, Discrimination & Social Justice
1687	Identity, Discrimination & Social Justice
1688	Identity, Discrimination & Social Justice
1689	Identity, Discrimination & Social Justice
1690	Identity, Discrimination & Social Justice
1691	Identity, Discrimination & Social Justice
1692	Identity, Discrimination & Social Justice
1693	Identity, Discrimination & Social Justice
1694	Identity, Discrimination & Social Justice
1695	Identity, Discrimination & Social Justice
1696	Identity, Discrimination & Social Justice
1697	Identity, Discrimination & Social Justice
1698	Identity, Discrimination & Social Justice
1699	Identity, Discrimination & Social Justice
1700	Arts, Media, Literature & Language
1701	Arts, Media, Literature & Language
1702	Lifestyle, Food, Sports & Recreation
1703	Arts, Media, Literature & Language
1704	Arts, Media, Literature & Language
1705	Science, Nature & Environment
1706	Lifestyle, Food, Sports & Recreation
1707	Arts, Media, Literature & Language
1708	Arts, Media, Literature & Language
1709	History, Geography & Cultural Heritage
1710	Arts, Media, Literature & Language
1711	Arts, Media, Literature & Language
1712	History, Geography & Cultural Heritage
1713	Science, Nature & Environment
1714	History, Geography & Cultural Heritage
1715	Arts, Media, Literature & Language
1716	Arts, Media, Literature & Language
1717	Arts, Media, Literature & Language
1718	Health, Medicine & Mental Health
1719	Technology, AI & Cybersecurity
1720	Arts, Media, Literature & Language
1721	Lifestyle, Food, Sports & Recreation
1722	Arts, Media, Literature & Language
1723	Technology, AI & Cybersecurity
1724	Lifestyle, Food, Sports & Recreation
1725	Technology, AI & Cybersecurity
1726	Technology, AI & Cybersecurity
1727	Health, Medicine & Mental Health
1728	Arts, Media, Literature & Language
1729	Arts, Media, Literature & Language
1730	Arts, Media, Literature & Language
1731	Health, Medicine & Mental Health
1732	Arts, Media, Literature & Language
1733	Arts, Media, Literature & Language
1734	Drugs, Alcohol & Addiction
1735	Science, Nature & Environment
1736	Health, Medicine & Mental Health
1737	Crime, Fraud & Illicit Activity
1738	Religion, Philosophy & Ethics
1739	Arts, Media, Literature & Language
1740	Science, Nature & Environment
1741	Health, Medicine & Mental Health
1742	Health, Medicine & Mental Health
1743	Religion, Philosophy & Ethics
1744	Arts, Media, Literature & Language
1745	Science, Nature & Environment
1746	History, Geography & Cultural Heritage
1747	Science, Nature & Environment
1748	History, Geography & Cultural Heritage
1749	Health, Medicine & Mental Health
1750	Science, Nature & Environment
1751	Politics, Government, Law & International Affairs
1752	Science, Nature & Environment
1753	Science, Nature & Environment
1754	Science, Nature & Environment
1755	Science, Nature & Environment
1756	Science, Nature & Environment
1757	History, Geography & Cultural Heritage
1758	Health, Medicine & Mental Health
1759	Science, Nature & Environment
1760	Health, Medicine & Mental Health
1761	Science, Nature & Environment
1762	Health, Medicine & Mental Health
1763	History, Geography & Cultural Heritage
1764	Science, Nature & Environment
1765	History, Geography & Cultural Heritage
1766	Health, Medicine & Mental Health
1767	Health, Medicine & Mental Health
1768	Science, Nature & Environment
1769	Science, Nature & Environment
1770	Science, Nature & Environment
1771	Health, Medicine & Mental Health
1772	Science, Nature & Environment
1773	Science, Nature & Environment
1774	Science, Nature & Environment
1775	Science, Nature & Environment
1776	Religion, Philosophy & Ethics
1777	Arts, Media, Literature & Language
1778	Science, Nature & Environment
1779	Science, Nature & Environment
1780	Health, Medicine & Mental Health
1781	Health, Medicine & Mental Health
1782	History, Geography & Cultural Heritage
1783	Drugs, Alcohol & Addiction
1784	Science, Nature & Environment
1785	History, Geography & Cultural Heritage
1786	Drugs, Alcohol & Addiction
1787	Science, Nature & Environment
1788	Science, Nature & Environment
1789	Health, Medicine & Mental Health
1790	History, Geography & Cultural Heritage
1791	Science, Nature & Environment
1792	Science, Nature & Environment
1793	Science, Nature & Environment
1794	Health, Medicine & Mental Health
1795	History, Geography & Cultural Heritage
1796	Drugs, Alcohol & Addiction
1797	History, Geography & Cultural Heritage
1798	Science, Nature & Environment
1799	Science, Nature & Environment
1800	Religion, Philosophy & Ethics
1801	Drugs, Alcohol & Addiction
1802	Science, Nature & Environment
1803	Science, Nature & Environment
1804	History, Geography & Cultural Heritage
1805	History, Geography & Cultural Heritage
1806	History, Geography & Cultural Heritage
1807	History, Geography & Cultural Heritage
1808	Science, Nature & Environment
1809	History, Geography & Cultural Heritage
1810	Science, Nature & Environment
1811	Science, Nature & Environment
1812	Science, Nature & Environment
1813	Science, Nature & Environment
1814	Arts, Media, Literature & Language
1815	Religion, Philosophy & Ethics
1816	History, Geography & Cultural Heritage
1817	Science, Nature & Environment
1818	Science, Nature & Environment
1819	Health, Medicine & Mental Health
1820	Science, Nature & Environment
1821	Science, Nature & Environment
1822	Drugs, Alcohol & Addiction
1823	Health, Medicine & Mental Health
1824	History, Geography & Cultural Heritage
1825	Sexuality & Adult Content
1826	Science, Nature & Environment
1827	Relationships, Family & Personal Life
1828	Sexuality & Adult Content
1829	Sexuality & Adult Content
1830	Sexuality & Adult Content
1831	Sexuality & Adult Content
1832	Arts, Media, Literature & Language
1833	Relationships, Family & Personal Life
1834	Relationships, Family & Personal Life
1835	Arts, Media, Literature & Language
1836	Sexuality & Adult Content
1837	Technology, AI & Cybersecurity
1838	Sexuality & Adult Content
1839	Violence, Weapons & Physical Safety
1840	Sexuality & Adult Content
1841	Sexuality & Adult Content
1842	Identity, Discrimination & Social Justice
1843	Sexuality & Adult Content
1844	Violence, Weapons & Physical Safety
1845	Sexuality & Adult Content
1846	Crime, Fraud & Illicit Activity
1847	Sexuality & Adult Content
1848	Sexuality & Adult Content
1849	Sexuality & Adult Content
1850	Sexuality & Adult Content
1851	Sexuality & Adult Content
1852	Sexuality & Adult Content
1853	Privacy & Personal Data
1854	Technology, AI & Cybersecurity
1855	Arts, Media, Literature & Language
1856	Arts, Media, Literature & Language
1857	Sexuality & Adult Content
1858	Health, Medicine & Mental Health
1859	Technology, AI & Cybersecurity
1860	Sexuality & Adult Content
1861	Arts, Media, Literature & Language
1862	Sexuality & Adult Content
1863	No Discernible Subject
1864	Sexuality & Adult Content
1865	Sexuality & Adult Content
1866	Sexuality & Adult Content
1867	Sexuality & Adult Content
1868	Sexuality & Adult Content
1869	Identity, Discrimination & Social Justice
1870	Sexuality & Adult Content
1871	Sexuality & Adult Content
1872	Privacy & Personal Data
1873	Sexuality & Adult Content
1874	Violence, Weapons & Physical Safety
1875	Sexuality & Adult Content
1876	Technology, AI & Cybersecurity
1877	Sexuality & Adult Content
1878	Relationships, Family & Personal Life
1879	Identity, Discrimination & Social Justice
1880	Sexuality & Adult Content
1881	Arts, Media, Literature & Language
1882	Relationships, Family & Personal Life
1883	Sexuality & Adult Content
1884	Violence, Weapons & Physical Safety
1885	Relationships, Family & Personal Life
1886	Sexuality & Adult Content
1887	Sexuality & Adult Content
1888	Drugs, Alcohol & Addiction
1889	Sexuality & Adult Content
1890	Arts, Media, Literature & Language
1891	Sexuality & Adult Content
1892	Sexuality & Adult Content
1893	Sexuality & Adult Content
1894	Technology, AI & Cybersecurity
1895	Sexuality & Adult Content
1896	Technology, AI & Cybersecurity
1897	Lifestyle, Food, Sports & Recreation
1898	Arts, Media, Literature & Language
1899	Arts, Media, Literature & Language
1900	Science, Nature & Environment
1901	Lifestyle, Food, Sports & Recreation
1902	Arts, Media, Literature & Language
1903	Arts, Media, Literature & Language
1904	Arts, Media, Literature & Language
1905	Arts, Media, Literature & Language
1906	Science, Nature & Environment
1907	Lifestyle, Food, Sports & Recreation
1908	Arts, Media, Literature & Language
1909	Lifestyle, Food, Sports & Recreation
1910	Lifestyle, Food, Sports & Recreation
1911	Arts, Media, Literature & Language
1912	Arts, Media, Literature & Language
1913	Arts, Media, Literature & Language
1914	Privacy & Personal Data
1915	Arts, Media, Literature & Language
1916	Arts, Media, Literature & Language
1917	Lifestyle, Food, Sports & Recreation
1918	Lifestyle, Food, Sports & Recreation
1919	Arts, Media, Literature & Language
1920	Arts, Media, Literature & Language
1921	Arts, Media, Literature & Language
1922	Arts, Media, Literature & Language
1923	Science, Nature & Environment
1924	Arts, Media, Literature & Language
1925	Lifestyle, Food, Sports & Recreation
1926	Arts, Media, Literature & Language
1927	Arts, Media, Literature & Language
1928	Lifestyle, Food, Sports & Recreation
1929	Arts, Media, Literature & Language
1930	Arts, Media, Literature & Language
1931	Arts, Media, Literature & Language
1932	Arts, Media, Literature & Language
1933	Lifestyle, Food, Sports & Recreation
1934	Lifestyle, Food, Sports & Recreation
1935	Science, Nature & Environment
1936	Arts, Media, Literature & Language
1937	Lifestyle, Food, Sports & Recreation
1938	Arts, Media, Literature & Language
1939	Science, Nature & Environment
1940	Arts, Media, Literature & Language
1941	Health, Medicine & Mental Health
1942	Science, Nature & Environment
1943	Arts, Media, Literature & Language
1944	Science, Nature & Environment
1945	Arts, Media, Literature & Language
1946	Arts, Media, Literature & Language
1947	Arts, Media, Literature & Language
1948	Arts, Media, Literature & Language
1949	Lifestyle, Food, Sports & Recreation
1950	Arts, Media, Literature & Language
1951	Arts, Media, Literature & Language
1952	Science, Nature & Environment
1953	Lifestyle, Food, Sports & Recreation
1954	Science, Nature & Environment
1955	Lifestyle, Food, Sports & Recreation
1956	Technology, AI & Cybersecurity
1957	Science, Nature & Environment
1958	Arts, Media, Literature & Language
1959	Lifestyle, Food, Sports & Recreation
1960	Arts, Media, Literature & Language
1961	Arts, Media, Literature & Language
1962	Science, Nature & Environment
1963	Arts, Media, Literature & Language
1964	Science, Nature & Environment
1965	Health, Medicine & Mental Health
1966	Arts, Media, Literature & Language
1967	Arts, Media, Literature & Language
1968	Lifestyle, Food, Sports & Recreation
1969	Finance, Business & Economics
1970	Arts, Media, Literature & Language
1971	Arts, Media, Literature & Language
1972	Arts, Media, Literature & Language
1973	Lifestyle, Food, Sports & Recreation
1974	Politics, Government, Law & International Affairs
1975	Arts, Media, Literature & Language
1976	Science, Nature & Environment
1977	History, Geography & Cultural Heritage
1978	Arts, Media, Literature & Language
1979	Religion, Philosophy & Ethics
1980	Finance, Business & Economics
1981	Science, Nature & Environment
1982	Science, Nature & Environment
1983	Arts, Media, Literature & Language
1984	Science, Nature & Environment
1985	Science, Nature & Environment
1986	Technology, AI & Cybersecurity
1987	Science, Nature & Environment
1988	Arts, Media, Literature & Language
1989	Arts, Media, Literature & Language
1990	History, Geography & Cultural Heritage
1991	Arts, Media, Literature & Language
1992	Arts, Media, Literature & Language
1993	Arts, Media, Literature & Language
1994	Science, Nature & Environment
1995	Technology, AI & Cybersecurity
1996	History, Geography & Cultural Heritage
1997	Education, Employment & Workplace
1998	Technology, AI & Cybersecurity
1999	History, Geography & Cultural Heritage
2000	Privacy & Personal Data
2001	Arts, Media, Literature & Language
2002	Science, Nature & Environment
2003	Arts, Media, Literature & Language
2004	Politics, Government, Law & International Affairs
2005	Arts, Media, Literature & Language
2006	Arts, Media, Literature & Language
2007	Arts, Media, Literature & Language
2008	Science, Nature & Environment
2009	Science, Nature & Environment
2010	Lifestyle, Food, Sports & Recreation
2011	Politics, Government, Law & International Affairs
2012	Science, Nature & Environment
2013	Arts, Media, Literature & Language
2014	Arts, Media, Literature & Language
2015	Arts, Media, Literature & Language
2016	History, Geography & Cultural Heritage
2017	Arts, Media, Literature & Language
2018	Technology, AI & Cybersecurity
2019	Technology, AI & Cybersecurity
2020	Science, Nature & Environment
2021	Technology, AI & Cybersecurity
2022	Arts, Media, Literature & Language
2023	Technology, AI & Cybersecurity
2024	Science, Nature & Environment
2025	Technology, AI & Cybersecurity
2026	Lifestyle, Food, Sports & Recreation
2027	Politics, Government, Law & International Affairs
2028	Finance, Business & Economics
2029	Arts, Media, Literature & Language
2030	Lifestyle, Food, Sports & Recreation
2031	Arts, Media, Literature & Language
2032	Arts, Media, Literature & Language
2033	Technology, AI & Cybersecurity
2034	Finance, Business & Economics
2035	Technology, AI & Cybersecurity
2036	Finance, Business & Economics
2037	Finance, Business & Economics
2038	Science, Nature & Environment
2039	Lifestyle, Food, Sports & Recreation
2040	Politics, Government, Law & International Affairs
2041	Finance, Business & Economics
2042	Arts, Media, Literature & Language
2043	Science, Nature & Environment
2044	Science, Nature & Environment
2045	Finance, Business & Economics
2046	Politics, Government, Law & International Affairs
2047	Lifestyle, Food, Sports & Recreation
2048	Science, Nature & Environment
2049	Science, Nature & Environment
2050	Technology, AI & Cybersecurity
2051	Arts, Media, Literature & Language
2052	Technology, AI & Cybersecurity
2053	Finance, Business & Economics
